yr,risk_all_gt01,risk_boem_gt01,pct_boem_gt01,risk_boem_gt01_wab,pct_risk_reduced_boem_gt01_wab,risk_boem_gt01_wan,pct_risk_reduced_boem_gt01_wan
2015,92848.66814665234,38427.964526954005,0.41387739096330295,2516.0492717655143,0.0270983883989749,34976.83514745848,0.3767079899542917
2016,85323.28389819674,33280.49181381727,0.39005169859057237,1827.3479629628127,0.02141675612419124,30286.968618718107,0.35496721686022925
2017,86236.27889021036,33857.61896965212,0.3926145632136694,2175.4140630142065,0.025226205154141475,31072.785233640112,0.36032149848672945
2018,100325.63691658193,38668.29593461292,0.38542786393436573,1520.0479818859021,0.015151142106875246,35309.262180205435,0.35194655389593127
